"","QTL_ID","Symbol","Chromosome","Center_cM","Range_cM","Cood_A_bp","Coord_B_bp","Trait_Name","Significance","FlankMrkA2","FlankMrkA1","FlankMrkB1","FlankMrkB2"
"887",126960,"CHCIR","3",427.19,"427.19-427.19",105546982,105547022,"Chest circumference","Significant",NA,"","",NA
"888",126962,"WITHIH","3",427.19,"427.19-427.19",105546982,105547022,"Withers height","Significant",NA,"","",NA
"899",147694,"BW","3",NA,"",104403750,104403790,"Body weight","Significant",NA,"","",NA
"900",147695,"BW","3",NA,"",104941965,104942005,"Body weight","Significant",NA,"","",NA
"901",147696,"BW","3",NA,"",104986264,104986304,"Body weight","Significant",NA,"","",NA
"902",147697,"BW","3",NA,"",105163057,105163097,"Body weight","Significant",NA,"","",NA
"903",147698,"BW","3",NA,"",105875789,105875829,"Body weight","Significant",NA,"","",NA
"904",147699,"BW","3",NA,"",105876377,105876417,"Body weight","Significant",NA,"","",NA
"905",147700,"BW","3",NA,"",105947223,105947263,"Body weight","Significant",NA,"","",NA
"906",147701,"BW","3",NA,"",106710365,106710405,"Body weight","Significant",NA,"","",NA
"907",147702,"BW","3",NA,"",108176616,108176656,"Body weight","Significant",NA,"","",NA
"1061",165777,"WITHIH","3",236.29,"236.29-236.29",58379367,58379407,"Withers height","Significant",NA,"","",NA
"1062",165778,"WITHIH","3",236.29,"236.29-236.29",58379806,58379846,"Withers height","Significant",NA,"","",NA
"1075",165791,"WITHIH","3",179.56,"179.56-179.56",44363523,44363563,"Withers height","Significant",NA,"","",NA
"1187",165904,"WITHIH","3",65.66,"65.66-65.66",16221977,16222017,"Withers height","Significant",NA,"","",NA
"1189",165906,"WITHIH","3",308.14,"308.14-308.14",76130979,76131019,"Withers height","Significant",NA,"","",NA
"1197",165914,"WITHIH","3",241.18,"241.18-241.18",59588895,59588935,"Withers height","Significant",NA,"","",NA
"1216",165933,"WITHIH","3",306.99,"306.99-306.99",75849119,75849159,"Withers height","Significant",NA,"","",NA
"1236",165953,"WITHIH","3",284.93,"284.93-284.93",70397738,70397778,"Withers height","Significant",NA,"","",NA
"1294",166012,"WITHIH","3",13.87,"13.87-13.87",3426607,3426647,"Withers height","Significant",NA,"","",NA
"1333",166051,"WITHIH","3",58.84,"58.84-58.84",14537412,14537452,"Withers height","Significant",NA,"","",NA
"1336",166054,"WITHIH","3",69.37,"69.37-69.37",17138811,17138851,"Withers height","Significant",NA,"","",NA
"1374",166093,"WITHIH","3",112.74,"112.74-112.74",27854530,27854570,"Withers height","Significant",NA,"","",NA
"1439",166158,"WITHIH","3",355.67,"355.67-355.67",87874814,87874854,"Withers height","Significant",NA,"","",NA
"1444",166163,"WITHIH","3",285.29,"285.29-285.29",70486168,70486208,"Withers height","Significant",NA,"","",NA
"1445",166164,"WITHIH","3",NA,"",104403750,104403790,"Withers height","Significant",NA,"","",NA
"1469",166188,"WITHIH","3",338.16,"338.16-338.16",83548240,83548280,"Withers height","Significant",NA,"","",NA
"1523",166242,"WITHIH","3",NA,"",108785269,108785309,"Withers height","Significant",NA,"","",NA
"1524",166243,"WITHIH","3",285.16,"285.16-285.16",70453524,70453564,"Withers height","Significant",NA,"","",NA
"1532",166251,"WITHIH","3",248.01,"248.01-248.01",61276155,61276195,"Withers height","Significant",NA,"","",NA
"1546",166265,"WITHIH","3",241.18,"241.18-241.18",59588640,59588680,"Withers height","Significant",NA,"","",NA
"1547",166266,"WITHIH","3",241.24,"241.24-241.24",59602579,59602619,"Withers height","Significant",NA,"","",NA
"1552",166271,"OSTD","3",NA,"",105546982,105547022,"Osteochondrosis dissecans","Significant","","","",""
"1553",166272,"OSTD","3",NA,"",105546982,105547022,"Osteochondrosis dissecans","Significant","","","",""
"1554",166273,"OSTD","3",NA,"",105546982,105547022,"Osteochondrosis dissecans","Significant","","","",""
"1571",166785,"SUSLAR","3",NA,"",105546982,105547022,"Recurrent laryngeal neuropathy","Significant","","","",""
"1572",166786,"WITHIH","3",NA,"",105546982,105547022,"Withers height","Significant",NA,"","",NA
"1576",166790,"WITHIH","3",NA,"",105407955,105830625,"Withers height","Significant",NA,"rs68603009","rs68534803",NA
"1577",166791,"SUSLAR","3",NA,"",105829484,105884170,"Recurrent laryngeal neuropathy","Significant","","rs68533899","rs68454104",""
"1613",172388,"GAITED","3",186.65,"186.65-186.65",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1649",172430,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1656",172449,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1661",172467,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1663",172469,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1672",172490,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1678",172502,"GAITED","3",10.08,"10.08-10.08",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1681",172508,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1685",172514,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1686",172519,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1693",172532,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1694",172533,"GAITED","3",200.3,"200.30-200.30",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1696",172535,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1697",172537,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1698",172538,"GAITED","3",200.47,"200.47-200.47",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1702",172544,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1705",172550,"GAITED","3",229.71,"229.71-229.71",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1706",172551,"GAITED","3",211.75,"211.75-211.75",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1707",172552,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1708",172554,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1710",172557,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1713",172565,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1715",172572,"GAITED","3",NA,"",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1718",172582,"GAITED","3",201.5,"201.50-201.50",105829484,105884170,"Alternate gaits","Significant",NA,"","",NA
"1721",178609,"SUSBITE","3",143.76,"142.00-145.52",35084304,35953765,"Insect bite hypersensitivity","Significant","","rs68458751","rs68458854",""
"1734",179366,"SUSBITE","3",290.62,"290.62-290.62",71803890,71803930,"Insect bite hypersensitivity","Significant","","","",""
"1735",179367,"SUSBITE","3",290.62,"290.62-290.62",71803890,71803930,"Insect bite hypersensitivity","Significant","","","",""
"1747",179379,"SUSBITE","3",71.85,"71.85-71.85",17751650,17751690,"Insect bite hypersensitivity","Significant","","","",""
"1748",179380,"SUSBITE","3",69.68,"69.68-69.68",17214965,17215005,"Insect bite hypersensitivity","Significant","","","",""
"1749",179381,"SUSBITE","3",221.95,"221.95-221.95",54836559,54836599,"Insect bite hypersensitivity","Significant","","","",""
"1770",179402,"SUSBITE","3",317.33,"317.33-317.33",78402153,78402193,"Insect bite hypersensitivity","Significant","","","",""
"1771",179403,"SUSBITE","3",317.33,"317.33-317.33",78402153,78402193,"Insect bite hypersensitivity","Significant","","","",""
"1772",179404,"SUSBITE","3",317.33,"317.33-317.33",78402229,78402269,"Insect bite hypersensitivity","Significant","","","",""
"1773",179405,"SUSBITE","3",317.33,"317.33-317.33",78402229,78402269,"Insect bite hypersensitivity","Significant","","","",""
"559",29251,"RHOD","30",466.29,"466.29-466.29",20687183,20687223,"Rhodococcus equi infection","Significant","","","",""
"560",29252,"RHOD","30",466.29,"466.29-466.29",20690835,20690875,"Rhodococcus equi infection","Significant","","","",""
"569",29261,"RHOD","30",466.29,"466.29-466.29",6939811,6939851,"Rhodococcus equi infection","Significant","","","",""
"579",29271,"RHOD","30",466.29,"466.29-466.29",5321740,5321780,"Rhodococcus equi infection","Significant","","","",""
"796",37898,"SUSBITE","30",23.63,"23.63-23.63",4483998,4484038,"Insect bite hypersensitivity","Significant","","","",""
"797",37899,"SUSBITE","30",110.51,"110.51-110.51",20973079,20973119,"Insect bite hypersensitivity","Significant","","","",""
"798",37900,"SUSBITE","30",110.51,"110.51-110.51",20973264,20973304,"Insect bite hypersensitivity","Significant","","","",""
"1337",166055,"WITHIH","30",8.37,"8.37-8.37",1587976,1588016,"Withers height","Significant",NA,"","",NA
"1631",172406,"GAITED","30",80.38,"80.38-80.38",15254084,15254124,"Alternate gaits","Significant",NA,"","",NA
"1634",172409,"GAITED","30",74.13,"74.13-74.13",14067964,14068004,"Alternate gaits","Significant",NA,"","",NA
"1642",172422,"GAITED","30",79.33,"79.33-79.33",15055773,15055813,"Alternate gaits","Significant",NA,"","",NA
"1643",172423,"GAITED","30",79.4,"79.40-79.40",15068762,15068802,"Alternate gaits","Significant",NA,"","",NA
"1644",172425,"GAITED","30",78.7,"78.70-78.70",14936119,14936159,"Alternate gaits","Significant",NA,"","",NA
"1648",172429,"GAITED","30",79.69,"79.69-79.70",15124727,15124767,"Alternate gaits","Significant",NA,"","",NA
"600",29334,"OSTEO","31",107.27,"107.27-107.27",21700527,21700567,"Osteochondrosis","Significant","","","",""
"601",29335,"OSTEO","31",107.27,"107.27-107.27",21700642,21700682,"Osteochondrosis","Significant","","","",""
"648",29384,"OSTEO","31",84.1,"84.10-84.10",17012731,17012771,"Osteochondrosis","Significant","","","",""
"735",32151,"SUSLAR","31",48.76,"48.76-48.76",9863258,9863298,"Recurrent laryngeal neuropathy","Significant","","","",""
"1193",165910,"WITHIH","31",77.02,"77.02-77.02",15580998,15581038,"Withers height","Significant",NA,"","",NA
"1350",166069,"WITHIH","31",49.79,"49.79-49.79",10071639,10071679,"Withers height","Significant",NA,"","",NA
"1522",166241,"WITHIH","31",115.46,"115.46-115.46",23356822,23356862,"Withers height","Significant",NA,"","",NA
"1592",172367,"GAITED","31",89.97,"89.97-89.97",18200317,18200357,"Alternate gaits","Significant",NA,"","",NA
"1594",172369,"GAITED","31",89.94,"89.94-89.94",18194066,18194106,"Alternate gaits","Significant",NA,"","",NA
"1597",172372,"GAITED","31",89.79,"89.79-89.79",18163566,18163606,"Alternate gaits","Significant",NA,"","",NA
"1598",172373,"GAITED","31",90,"90.00-90.00",18207358,18207398,"Alternate gaits","Significant",NA,"","",NA
"1599",172374,"GAITED","31",90.28,"90.28-90.28",18263770,18263810,"Alternate gaits","Significant",NA,"","",NA
"1601",172376,"GAITED","31",89.39,"89.39-89.39",18083816,18083856,"Alternate gaits","Significant",NA,"","",NA
"1603",172378,"GAITED","31",25.51,"25.51-25.51",5160183,5160223,"Alternate gaits","Significant",NA,"","",NA
"1623",172398,"GAITED","31",87.79,"87.79-87.79",17759782,17759822,"Alternate gaits","Significant",NA,"","",NA
"1624",172399,"GAITED","31",91.76,"91.76-91.76",18562326,18562366,"Alternate gaits","Significant",NA,"","",NA
"1625",172400,"GAITED","31",25.51,"25.51-25.51",5160112,5160152,"Alternate gaits","Significant",NA,"","",NA
"1628",172403,"GAITED","31",90.29,"90.29-90.29",18266145,18266185,"Alternate gaits","Significant",NA,"","",NA
"1857",181844,"ERU","31",102.08,"102.08-102.08",20650962,20651002,"Recurrent uveitis","Significant","","","",""
"27",27166,"OSTEO","4",7.8,"",0,100,"Osteochondrosis","Significant","","","",""
"28",27167,"OSTEO","4",10.1,"",0,100,"Osteochondrosis","Significant","","","",""
"29",27168,"OSTEO","4",57.8,"",0,100,"Osteochondrosis","Significant","","","",""
"30",27169,"OSTEO","4",80.3,"",0,100,"Osteochondrosis","Significant","","","",""
"31",27170,"OSTEO","4",81.5,"",0,100,"Osteochondrosis","Significant","","","",""
"32",27171,"OSTEO","4",82.8,"",0,100,"Osteochondrosis","Significant","","","",""
"33",27172,"OSTEO","4",71.3,"",0,100,"Osteochondrosis","Significant","","","",""
"34",27173,"OSTEO","4",73.3,"",0,100,"Osteochondrosis","Significant","","","",""
"48",27187,"OSTEO","4",17.2,"",0,100,"Osteochondrosis","Significant","","","",""
"49",27188,"OSTEO","4",24.3,"",0,100,"Osteochondrosis","Significant","","","",""
"50",27189,"OSTEO","4",142.8,"",0,100,"Osteochondrosis","Significant","","","",""
"64",27203,"OSTEO","4",81.5,"",0,100,"Osteochondrosis","Significant","","","",""
"65",27204,"OSTEO","4",82.8,"",0,100,"Osteochondrosis","Significant","","","",""
"66",27205,"OSTEO","4",80.3,"",0,100,"Osteochondrosis","Significant","","","",""
"88",28237,"OSTD","4",69,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"89",28238,"OSTD","4",69,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"90",28239,"OSTD","4",69,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"182",28331,"CHRLYMP","4",117.7,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"190",28339,"CHRLYMP","4",117.7,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"582",29274,"RHOD","4",491.56,"491.56-491.56",72076223,72076263,"Rhodococcus equi infection","Significant","","","",""
"589",29306,"SUSBITE","4",241.48,"238.86-244.11",43000811,43945687,"Insect bite hypersensitivity","Significant","rs69587273","","","rs69585851"
"656",29470,"MFERT","4",435.57,"435.57-435.57",78412684,78412724,"male fertility","Significant",NA,NA,NA,NA
"657",29471,"MFERT","4",427.78,"427.78-427.78",77011778,77011818,"male fertility","Significant",NA,NA,NA,NA
"664",29478,"MFERT","4",433.03,"433.03-433.03",77957077,77957117,"male fertility","Significant",NA,NA,NA,NA
"665",29479,"MFERT","4",419.8,"419.80-419.80",75575104,75575144,"male fertility","Significant",NA,NA,NA,NA
"666",29480,"MFERT","4",434.6,"434.60-434.60",78238772,78238812,"male fertility","Significant",NA,NA,NA,NA
"667",29481,"MFERT","4",426.1,"426.10-426.10",76708978,76709018,"male fertility","Significant",NA,NA,NA,NA
"668",29482,"MFERT","4",427.56,"427.56-427.56",76971414,76971454,"male fertility","Significant",NA,NA,NA,NA
"669",29483,"MFERT","4",428.19,"428.19-428.19",77084790,77084830,"male fertility","Significant",NA,NA,NA,NA
"670",29484,"MFERT","4",430.39,"430.39-430.39",77481590,77481630,"male fertility","Significant",NA,NA,NA,NA
"671",29485,"MFERT","4",420.15,"420.15-420.15",75637715,75637755,"male fertility","Significant",NA,NA,NA,NA
"672",29486,"MFERT","4",433.21,"433.21-433.21",77988651,77988691,"male fertility","Significant",NA,NA,NA,NA
"782",37884,"SUSBITE","4",551,"551.00-551.00",99194106,99194146,"Insect bite hypersensitivity","Significant","","","",""
"807",37918,"RACPERM","4",216.47,"216.47-216.47",38969287,38969327,"racing performance","Significant",NA,"","",NA
"808",37919,"RACPERM","4",216.49,"216.49-216.49",38973211,38973251,"racing performance","Significant",NA,"","",NA
"851",119852,"OSTEO","4",211.1,"211.10-211.10",38004060,38004100,"Osteochondrosis","Significant","","","",""
"944",160690,"SUSBITE","4",130.23,"129.89-130.57",23383774,23505444,"Insect bite hypersensitivity","Significant","","","",""
"945",160691,"SUSBITE","4",NA,"",79687222,79957793,"Insect bite hypersensitivity","Significant","","","",""
"1001",161299,"GAITED","4",NA,"",76668012,76668052,"Alternate gaits","Significant",NA,"","",NA
"1002",161300,"GAITED","4",NA,"",76708978,76709018,"Alternate gaits","Significant",NA,"","",NA
"1003",161301,"GAITED","4",NA,"",76807179,76807219,"Alternate gaits","Significant",NA,"","",NA
"1004",161302,"GAITED","4",NA,"",76809952,76809992,"Alternate gaits","Significant",NA,"","",NA
"1005",161303,"GAITED","4",NA,"",76758570,76758610,"Alternate gaits","Significant",NA,"","",NA
"1006",161304,"GAITED","4",NA,"",72632038,72632078,"Alternate gaits","Significant",NA,"","",NA
"1024",163996,"OSTEO","4",332.7,"332.70-332.70",59894742,59894782,"Osteochondrosis","Significant","","","",""
"1025",163997,"OSTEO","4",332.7,"332.70-332.70",59894742,59894782,"Osteochondrosis","Significant","","","",""
"1026",163998,"OSTEO","4",332.7,"332.70-332.70",59894742,59894782,"Osteochondrosis","Significant","","","",""
"1055",165771,"WITHIH","4",399.39,"399.39-399.39",71900196,71900236,"Withers height","Significant",NA,"","",NA
"1067",165783,"WITHIH","4",211.49,"211.49-211.49",38073996,38074036,"Withers height","Significant",NA,"","",NA
"1083",165799,"WITHIH","4",205.04,"205.04-205.04",36911569,36911609,"Withers height","Significant",NA,"","",NA
"1088",165804,"WITHIH","4",310.72,"310.72-310.72",55937457,55937497,"Withers height","Significant",NA,"","",NA
"1089",165805,"WITHIH","4",NA,"",72263203,72263243,"Withers height","Significant",NA,"","",NA
"1108",165824,"WITHIH","4",210.32,"210.32-210.32",37862449,37862489,"Withers height","Significant",NA,"","",NA
"1111",165827,"WITHIH","4",301.85,"301.85-301.85",54341267,54341307,"Withers height","Significant",NA,"","",NA
"1127",165844,"WITHIH","4",382.51,"382.51-382.51",68862065,68862105,"Withers height","Significant",NA,"","",NA
"1135",165852,"WITHIH","4",380.56,"380.56-380.56",68509662,68509702,"Withers height","Significant",NA,"","",NA
"1207",165924,"WITHIH","4",211.49,"211.49-211.49",38073996,38074036,"Withers height","Significant",NA,"","",NA
"1220",165937,"WITHIH","4",315.96,"315.96-315.96",56881441,56881481,"Withers height","Significant",NA,"","",NA
"1321",166039,"WITHIH","4",211.1,"211.10-211.10",38003935,38003975,"Withers height","Significant",NA,"","",NA
"1325",166043,"WITHIH","4",211.1,"211.10-211.10",38004060,38004100,"Withers height","Significant",NA,"","",NA
"1393",166112,"WITHIH","4",242.63,"242.63-242.63",43678841,43678881,"Withers height","Significant",NA,"","",NA
"1417",166136,"WITHIH","4",301.85,"301.85-301.85",54341267,54341307,"Withers height","Significant",NA,"","",NA
"1442",166161,"WITHIH","4",167.1,"167.10-167.10",30082521,30082561,"Withers height","Significant",NA,"","",NA
"1473",166192,"WITHIH","4",NA,"",73550337,73550377,"Withers height","Significant",NA,"","",NA
"1480",166199,"WITHIH","4",242.61,"242.61-242.61",43675784,43675824,"Withers height","Significant",NA,"","",NA
"1831",179463,"SUSBITE","4",25.22,"25.22-25.22",4540708,4540748,"Insect bite hypersensitivity","Significant","","","",""
"1832",179464,"SUSBITE","4",25.22,"25.22-25.22",4540708,4540748,"Insect bite hypersensitivity","Significant","","","",""
"1833",179465,"SUSBITE","4",25.5,"25.50-25.50",4590789,4590829,"Insect bite hypersensitivity","Significant","","","",""
"1834",179466,"SUSBITE","4",249.57,"249.57-249.57",44929029,44929069,"Insect bite hypersensitivity","Significant","","","",""
"1835",179467,"SUSBITE","4",249.57,"249.57-249.57",44929029,44929069,"Insect bite hypersensitivity","Significant","","","",""
"1836",179468,"SUSBITE","4",249.57,"249.57-249.57",44929029,44929069,"Insect bite hypersensitivity","Significant","","","",""
"67",27206,"OSTD","5",65.5,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"68",27207,"OSTEO","5",108.2,"",0,100,"Osteochondrosis","Significant","","","",""
"69",27208,"OSTD","5",108.2,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"70",27209,"OSTEO","5",79.3,"",0,100,"Osteochondrosis","Significant","","","",""
"71",27210,"OSTD","5",79.3,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"72",27211,"OSTEO","5",100.1,"",0,100,"Osteochondrosis","Significant","","","",""
"86",28235,"OSTD","5",NA,"64.03 - 76.90",0,100,"Osteochondrosis dissecans","Significant","","","",""
"87",28236,"OSTEO","5",NA,"66.40 - 74.13",0,100,"Osteochondrosis","Significant","","","",""
"550",29242,"RHOD","5",855.68,"855.68-855.68",79290149,79290189,"Rhodococcus equi infection","Significant","","","",""
"552",29244,"RHOD","5",855.68,"855.68-855.68",91479619,91479659,"Rhodococcus equi infection","Significant","","","",""
"565",29257,"RHOD","5",855.68,"855.68-855.68",88617348,88617388,"Rhodococcus equi infection","Significant","","","",""
"574",29266,"RHOD","5",855.68,"855.68-855.68",79290149,79290189,"Rhodococcus equi infection","Significant","","","",""
"577",29269,"RHOD","5",855.68,"855.68-855.68",90703075,90703115,"Rhodococcus equi infection","Significant","","","",""
"578",29270,"RHOD","5",855.68,"855.68-855.68",90706651,90706691,"Rhodococcus equi infection","Significant","","","",""
"679",29493,"MFERT","5",23.63,"23.63-23.64",2444271,2444311,"male fertility","Significant",NA,NA,NA,NA
"680",29494,"MFERT","5",23.68,"23.68-23.68",2449180,2449220,"male fertility","Significant",NA,NA,NA,NA
"800",37902,"OSTD","5",748.65,"748.65-748.65",77424966,77425006,"Osteochondrosis dissecans","Significant","","","",""
"880",124189,"WALKS","5",754.77,"754.77-754.77",78057148,78057188,"Walk score","Significant",NA,"","",NA
"1092",165808,"WITHIH","5",NA,"",85959323,85959363,"Withers height","Significant",NA,"","",NA
"1104",165820,"WITHIH","5",13.61,"13.61-13.61",1407994,1408034,"Withers height","Significant",NA,"","",NA
"1198",165915,"WITHIH","5",NA,"",83572563,83572603,"Withers height","Significant",NA,"","",NA
"1235",165952,"WITHIH","5",22.24,"22.24-22.24",2299922,2299962,"Withers height","Significant",NA,"","",NA
"1250",165968,"WITHIH","5",NA,"",92434874,92434914,"Withers height","Significant",NA,"","",NA
"1256",165974,"WITHIH","5",NA,"",89422199,89422239,"Withers height","Significant",NA,"","",NA
"1264",165982,"WITHIH","5",269.05,"269.05-269.05",27824969,27825009,"Withers height","Significant",NA,"","",NA
"1265",165983,"WITHIH","5",269.05,"269.05-269.06",27825372,27825412,"Withers height","Significant",NA,"","",NA
"1266",165984,"WITHIH","5",NA,"",61581803,61581843,"Withers height","Significant",NA,"","",NA
"1304",166022,"WITHIH","5",NA,"",94618070,94618110,"Withers height","Significant",NA,"","",NA
"1378",166097,"WITHIH","5",52.07,"52.07-52.07",5384928,5384968,"Withers height","Significant",NA,"","",NA
"1430",166149,"WITHIH","5",250.47,"250.47-250.47",25902892,25902932,"Withers height","Significant",NA,"","",NA
"1441",166160,"WITHIH","5",NA,"",54823138,54823178,"Withers height","Significant",NA,"","",NA
"1446",166165,"WITHIH","5",NA,"",85508947,85508987,"Withers height","Significant",NA,"","",NA
"1468",166187,"WITHIH","5",66.25,"66.25-66.25",6851914,6851954,"Withers height","Significant",NA,"","",NA
"1484",166203,"WITHIH","5",NA,"",86909972,86910012,"Withers height","Significant",NA,"","",NA
"1529",166248,"WITHIH","5",284.27,"284.27-284.27",29399135,29399175,"Withers height","Significant",NA,"","",NA
"1535",166254,"WITHIH","5",253.25,"253.25-253.25",26191332,26191372,"Withers height","Significant",NA,"","",NA
"1619",172394,"GAITED","5",NA,"",88412138,88412178,"Alternate gaits","Significant",NA,"","",NA
"1728",179360,"SUSBITE","5",NA,"",78269919,78269959,"Insect bite hypersensitivity","Significant","","","",""
"1732",179364,"SUSBITE","5",NA,"",74013882,74013922,"Insect bite hypersensitivity","Significant","","","",""
"1826",179458,"SUSBITE","5",250.87,"250.87-250.87",25944940,25944980,"Insect bite hypersensitivity","Significant","","","",""
"1827",179459,"SUSBITE","5",253.49,"253.49-253.49",26215244,26215284,"Insect bite hypersensitivity","Significant","","","",""
"1828",179460,"SUSBITE","5",NA,"",74007485,74007525,"Insect bite hypersensitivity","Significant","","","",""
"1829",179461,"SUSBITE","5",NA,"",74007622,74007662,"Insect bite hypersensitivity","Significant","","","",""
"1830",179462,"SUSBITE","5",NA,"",98392315,98392355,"Insect bite hypersensitivity","Significant","","","",""
"1860",213526,"EMSYND","5",NA,"",41701370,42144464,"Equine metabolic syndrome","Significant","","rs396994299","rs396519338",""
"200",28349,"heaves","6",NA,"96.7-105.1",0,100,"Recurrent airway obstruction","Significant","","COR070","TKY323",""
"201",28350,"heaves","6",NA,"96.7-113.9",0,100,"Recurrent airway obstruction","Significant","","COR070","TKY284",""
"758",32174,"MFERT","6",775.09,"775.09-775.09",45586801,45586841,"male fertility","Significant",NA,NA,NA,NA
"759",32175,"MFERT","6",59.93,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"760",32176,"MFERT","6",59.94,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"761",32178,"MFERT","6",59.92,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"762",32179,"MFERT","6",59.91,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"763",32180,"MFERT","6",59.94,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"764",32181,"MFERT","6",59.93,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"765",32182,"MFERT","6",59.92,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"766",32183,"MFERT","6",59.92,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"767",32184,"MFERT","6",59.91,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"768",32185,"MFERT","6",59.92,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"769",32186,"MFERT","6",59.95,"126.80-126.80",0,100,"male fertility","Significant",NA,NA,NA,NA
"783",37885,"SUSBITE","6",803.51,"803.51-803.51",47258552,47258592,"Insect bite hypersensitivity","Significant","","","",""
"833",106323,"heaves","6",NA,"1269.27-1269.40",74651871,74659625,"Recurrent airway obstruction","Significant","","","",""
"891",138680,"RACDIST","6",NA,"",79312750,79312790,"racing distance","Significant",NA,"","",NA
"892",138681,"RACPERM","6",NA,"",79312750,79312790,"racing performance","Significant",NA,"","",NA
"1007",161305,"GAITED","6",178.79,"178.79-178.79",10515742,10515782,"Alternate gaits","Significant",NA,"","",NA
"1008",161306,"GAITED","6",336.68,"336.68-336.68",19802049,19802089,"Alternate gaits","Significant",NA,"","",NA
"1009",161307,"GAITED","6",217.27,"217.27-217.27",12778696,12778736,"Alternate gaits","Significant",NA,"","",NA
"1010",161308,"GAITED","6",223.86,"223.86-223.86",13166200,13166240,"Alternate gaits","Significant",NA,"","",NA
"1011",161309,"GAITED","6",224.31,"224.31-224.31",13192878,13192918,"Alternate gaits","Significant",NA,"","",NA
"1012",161310,"GAITED","6",217.46,"217.46-217.46",12790058,12790098,"Alternate gaits","Significant",NA,"","",NA
"1065",165781,"WITHIH","6",NA,"",27886497,27886537,"Withers height","Significant",NA,"","",NA
"1096",165812,"WITHIH","6",215.7,"215.70-215.70",12686233,12686273,"Withers height","Significant",NA,"","",NA
"1132",165849,"WITHIH","6",NA,"",32852221,32852261,"Withers height","Significant",NA,"","",NA
"1140",165857,"WITHIH","6",NA,"",79426733,79426773,"Withers height","Significant",NA,"","",NA
"1162",165879,"WITHIH","6",NA,"",28074497,28074537,"Withers height","Significant",NA,"","",NA
"1171",165888,"WITHIH","6",NA,"",81643481,81643521,"Withers height","Significant",NA,"","",NA
"1179",165896,"WITHIH","6",88.24,"88.24-88.24",5190036,5190076,"Withers height","Significant",NA,"","",NA
"1182",165899,"WITHIH","6",NA,"",54829851,54829891,"Withers height","Significant",NA,"","",NA
"1214",165931,"WITHIH","6",88.38,"88.38-88.38",5198072,5198112,"Withers height","Significant",NA,"","",NA
"1287",166005,"WITHIH","6",NA,"",28058001,28058041,"Withers height","Significant",NA,"","",NA
"1326",166044,"WITHIH","6",353.46,"353.46-353.46",20788942,20788982,"Withers height","Significant",NA,"","",NA
"1334",166052,"WITHIH","6",NA,"",75454429,75454469,"Withers height","Significant",NA,"","",NA
