QTL_ID	Symbol	Chromosome	Center_cM	Range_cM	Cood_A_bp	Coord_B_bp	Trait_Name	Significance	FlankMrkA2	FlankMrkA1	FlankMrkB1	FlankMrkB2
179447	SUSBITE	21			30022781	30022821	Insect bite hypersensitivity	Significant				
179448	SUSBITE	21			30033626	30033666	Insect bite hypersensitivity	Significant				
29529	BFSUS	22	81.27	81.27-81.27	39170059	39170099	Bone fracture	Significant				
29528	BFSUS	22	81.27	81.27-81.27	39169730	39169770	Bone fracture	Significant				
29527	BFSUS	22	81.25	81.25-81.25	39157821	39157861	Bone fracture	Significant				
29526	BFSUS	22	80.26	80.26-80.26	38680439	38680479	Bone fracture	Significant				
29525	BFSUS	22	80.07	80.07-80.07	38591747	38591787	Bone fracture	Significant				
178630	SUSBITE	22	52.94	52.00-53.88	25060028	25967632	Insect bite hypersensitivity	Significant		rs69251608	rs69256343	
179449	SUSBITE	22	95.93	95.93-95.93	46231580	46231620	Insect bite hypersensitivity	Significant				
179450	SUSBITE	22	9.61	9.61-9.61	4630931	4630971	Insect bite hypersensitivity	Significant				
28920	SARRESI	23	36.3	26.3 - 49.3	0	100	Equine sarcoids	Significant				
27145	OSTEO	23	44.4		0	100	Osteochondrosis	Significant				
27154	OSTEO	23	44.4		0	100	Osteochondrosis	Significant				
29300	SUSBITE	23	19.94	19.37-20.50	14019453	14839182	Insect bite hypersensitivity	Suggestive	rs69278469			rs69434182
29322	SUSBITE	23	6.21	5.57-6.85	4031496	4957018	Insect bite hypersensitivity	Suggestive	rs69237038			rs69271414
160708	SUSBITE	23	44.94	44.67-45.21	32331580	32716916	Insect bite hypersensitivity	Significant				
166788	SUSLAR	23	55.01	55.01-55.01	39812027	39812067	Recurrent laryngeal neuropathy	Significant				
179451	SUSBITE	23	66.81	66.81-66.81	48348143	48348183	Insect bite hypersensitivity	Significant				
179452	SUSBITE	23	66.81	66.81-66.81	48348419	48348459	Insect bite hypersensitivity	Significant				
179453	SUSBITE	23	66.89	66.89-66.89	48411696	48411736	Insect bite hypersensitivity	Significant				
179455	SUSBITE	23	67.83	67.83-67.83	49092658	49092698	Insect bite hypersensitivity	Significant				
29245	RHOD	24	165.63	165.63-165.63	41033573	41033613	Rhodococcus equi infection	Significant				
166352	SUSLAR	24	87.42	87.42-87.42	46707135	46707175	Recurrent laryngeal neuropathy	Significant				
28921	SARRESI	25	38.9	35.3 - 42.4	0	100	Equine sarcoids	Significant				
27146	OSTD	25	41.18	41.18-41.18	0	100	Osteochondrosis dissecans	Significant				
27155	OSTEO	25	41.18	41.18-41.18	0	100	Osteochondrosis	Significant				
28362	heaves	25	12.4		0	100	Recurrent airway obstruction	Significant				
179457	SUSBITE	25	47.24	47.24-47.24	35644277	35644317	Insect bite hypersensitivity	Significant				
27178	OSTEO	26	19.4		0	100	Osteochondrosis	Significant				
28363	heaves	26		0-6.9	0	100	Recurrent airway obstruction	Significant		UMNe066	LEX044	
29246	RHOD	26	137.18	137.18-137.18	39777612	39777652	Rhodococcus equi infection	Significant				
29247	RHOD	26	137.18	137.18-137.18	39861089	39861129	Rhodococcus equi infection	Significant				
29248	RHOD	26	137.18	137.18-137.18	39867943	39867983	Rhodococcus equi infection	Significant				
29253	RHOD	26	137.18	137.18-137.18	39777612	39777652	Rhodococcus equi infection	Significant				
29254	RHOD	26	137.18	137.18-137.18	39861089	39861129	Rhodococcus equi infection	Significant				
29255	RHOD	26	137.18	137.18-137.18	39867943	39867983	Rhodococcus equi infection	Significant				
32152	FOALIMM	26	24.4	1.19-1.39	0	100	Foal Immunodeficiency Syndrome	Significant				
32153	FOALIMM	26	46.20	46.20-46.20	29804037	29804077	Foal Immunodeficiency Syndrome	Significant				
32154	FOALIMM	26	49.90	49.90-49.90	32187952	32187992	Foal Immunodeficiency Syndrome	Significant				
160709	SUSBITE	26	0.53	0.39-0.67	250337	434632	Insect bite hypersensitivity	Significant				
166351	SUSLAR	26	55.31	55.31-55.31	35681831	35681871	Recurrent laryngeal neuropathy	Significant				
179362	SUSBITE	26	12.13	12.13-12.13	7825697	7825737	Insect bite hypersensitivity	Significant				
179454	SUSBITE	26	24.95	24.95-24.95	16094883	16094923	Insect bite hypersensitivity	Significant				
179456	SUSBITE	26	46.98	46.98-46.98	30306190	30306230	Insect bite hypersensitivity	Significant				
29301	SUSBITE	27	31.40	30.27-32.53	13007826	13977295	Insect bite hypersensitivity	Suggestive	rs69340453			rs69344817
29382	OSTEO	27	52.63	52.63-52.63	22613745	22613785	Osteochondrosis	Significant				
29383	OSTEO	27	55.15	55.15-55.15	23696895	23696935	Osteochondrosis	Significant				
37897	SUSBITE	27	30.72	30.72-30.72	13198779	13198819	Insect bite hypersensitivity	Significant				
37905	OSTD	27	89.39	89.39-89.39	38407254	38407294	Osteochondrosis dissecans	Significant				
37906	OSTD	27	91.23	91.23-91.23	39199636	39199676	Osteochondrosis dissecans	Significant				
166284	OSTD	27	91.23	91.23-91.23	39199636	39199676	Osteochondrosis dissecans	Significant				
29302	SUSBITE	28	78.25	77.34-79.17	41002903	41970177	Insect bite hypersensitivity	Suggestive	rs69367404			rs69372811
37907	OSTD	28	80.36	80.36-80.36	42605593	42605633	Osteochondrosis dissecans	Significant				
37908	OSTD	28	80.37	80.37-80.37	42609129	42609169	Osteochondrosis dissecans	Significant				
160710	SUSBITE	28	0.36	0.01-0.71	4428	376070	Insect bite hypersensitivity	Significant				
164003	OSTEO	28	49.42	49.42-49.42	26198096	26198136	Osteochondrosis	Significant				
164004	OSTEO	28	49.42	49.42-49.42	26198096	26198136	Osteochondrosis	Significant				
166350	SUSLAR	28	50.03	50.03-50.03	26524404	26524444	Recurrent laryngeal neuropathy	Significant				
56199	OSTD	29	62.33	62.33-62.33	18297977	18298017	Osteochondrosis dissecans	-				
166285	OSTD	29	57.27	57.27-57.27	16812970	16813010	Osteochondrosis dissecans	Significant				
166286	OSTD	29	57.27	57.27-57.27	16812970	16813010	Osteochondrosis dissecans	Significant				
181834	ERU	29	36.26	36.26-36.26	10645535	10645575	Recurrent uveitis	Significant				
181836	ERU	29	36.23	36.23-36.23	10634790	10634830	Recurrent uveitis	Significant				
29251	RHOD	30	466.29	466.29-466.29	20687183	20687223	Rhodococcus equi infection	Significant				
29252	RHOD	30	466.29	466.29-466.29	20690835	20690875	Rhodococcus equi infection	Significant				
29261	RHOD	30	466.29	466.29-466.29	6939811	6939851	Rhodococcus equi infection	Significant				
29271	RHOD	30	466.29	466.29-466.29	5321740	5321780	Rhodococcus equi infection	Significant				
37898	SUSBITE	30	23.63	23.63-23.63	4483998	4484038	Insect bite hypersensitivity	Significant				
37899	SUSBITE	30	110.51	110.51-110.51	20973079	20973119	Insect bite hypersensitivity	Significant				
37900	SUSBITE	30	110.51	110.51-110.51	20973264	20973304	Insect bite hypersensitivity	Significant				
29334	OSTEO	31	107.27	107.27-107.27	21700527	21700567	Osteochondrosis	Significant				
29335	OSTEO	31	107.27	107.27-107.27	21700642	21700682	Osteochondrosis	Significant				
29384	OSTEO	31	84.10	84.10-84.10	17012731	17012771	Osteochondrosis	Significant				
32151	SUSLAR	31	48.76	48.76-48.76	9863258	9863298	Recurrent laryngeal neuropathy	Significant				
181844	ERU	31	102.08	102.08-102.08	20650962	20651002	Recurrent uveitis	Significant				
