Run,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,sex,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,AssemblyName
ERR1021801,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100735,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3232444936,2088953081,
ERR1021802,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100736,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,4141751264,2865866132,
ERR1021803,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100737,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,4032442456,2740318688,
ERR1021804,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100738,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3192924280,2108052383,
ERR1021805,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100739,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3579136204,2372400700,
ERR1021806,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100740,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,2974748448,1921159969,
ERR1021807,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100741,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3653995660,2450874561,
ERR1021808,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100742,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3019620100,1958510982,
ERR1021809,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100743,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3210903752,2086073882,
ERR1021810,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100744,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,3086147400,1996519604,
ERR1021811,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100745,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,2716563724,1720265778,
ERR1021812,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100746,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,2392600028,1492449474,
ERR1021813,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100747,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,2937614484,1880778514,
ERR1021814,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100748,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak9_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,1640281272,997590673,
ERR1021815,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100749,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak9_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,196,1318739940,765547837,
ERR1021816,Yak1,WGS,PRJEB10854,SAMEA3542237,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100750,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542237,ERS849386,male,ERS849386,ERP012152,Yakutian horse,120,26180537157,9096973883,assembly
ERR1021817,Yak2,WGS,PRJEB10854,SAMEA3542238,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100751,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:44Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542238,ERS849387,female,ERS849387,ERP012152,Yakutian horse,132,45774341986,17730134645,assembly
ERR1021818,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100752,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,125,26521197097,9751249870,assembly
ERR1021819,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100753,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,125,22572554328,8204468599,assembly
ERR1021820,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100754,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,121,26192556168,9248311013,assembly
ERR1021821,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100755,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,120,28981450098,10154102719,assembly
ERR1021822,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100756,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,126,53849706786,20016187693,assembly
ERR1021823,Yak8,WGS,PRJEB10854,SAMEA3542244,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100757,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542244,ERS849393,male,ERS849393,ERP012152,Yakutian horse,128,23595045937,8793806977,assembly
ERR1021824,Yak9,WGS,PRJEB10854,SAMEA3542245,CENTRE FOR GEOGENETICS,public,"sra,bam","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100758,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Combined,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542245,ERS849394,male,ERS849394,ERP012152,Yakutian horse,131,24531298426,9534089067,assembly
ERR1034479,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113277,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_1,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,73217385,51000558,
ERR1034480,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113278,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_1,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,28700454,19834146,
ERR1034481,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113279,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_2,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,32777394,22462312,
ERR1034482,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113280,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_3,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,103562028,72064339,
ERR1034483,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113281,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_4,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,83088180,57851215,
ERR1034484,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113282,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,88210161,61203520,
ERR1034485,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113283,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library_6,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,51,59020005,41201512,
ERR1034486,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113284,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library1,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,3363101168,2147415670,
ERR1034487,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113285,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library1,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2364930960,1525000403,
ERR1034488,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113286,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library2,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,6158903970,4332500658,
ERR1034489,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113287,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library2,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,4685854034,3267516044,
ERR1034490,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113288,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library2,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,4884488724,3412916095,
ERR1034491,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113289,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library2,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,4429799914,3093011135,
ERR1034492,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113290,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library2,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,4511939182,3144698029,
ERR1034493,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113291,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2551530266,1834701464,
ERR1034494,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113292,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,9460330328,6412139829,
ERR1034495,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113293,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,8700485746,5841025222,
ERR1034496,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113294,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,7412366898,5009855857,
ERR1034497,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113295,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2364731492,1679624232,
ERR1034498,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113296,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2705253260,1932200163,
ERR1034499,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113297,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2488353148,1692432503,
ERR1034500,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113298,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2996882056,2020681471,
